event_id,user_id,event_name,platform,device_type,timestamp
ab7223d9-a52d-4cba-8db9-b2a7be39c483,71c16428-1f98-4837-b31e-01ea9033ca6d,PageView,ios,tablet,2025-04-21 00:50:03.617246
0fdaaa83-d3c1-4f15-ad0e-626e83789895,71c16428-1f98-4837-b31e-01ea9033ca6d,Download,ios,tablet,2025-04-21 01:48:03.617246
15229635-3d06-4c65-9cc2-f5d15c6de224,71c16428-1f98-4837-b31e-01ea9033ca6d,Install,ios,tablet,2025-04-21 01:32:03.617246
1915321b-3cd4-4080-88d6-6700991626fb,a30f1536-d96b-440b-8ca6-9a5479d62d72,PageView,android,phone,2025-07-16 11:21:43.617246
4777c210-f8ac-471b-8bce-24a8917e3ec2,a30f1536-d96b-440b-8ca6-9a5479d62d72,Download,android,phone,2025-07-16 12:03:43.617246
6144a721-2fde-4289-a1df-2dfc02df0d4e,a30f1536-d96b-440b-8ca6-9a5479d62d72,Install,android,phone,2025-07-16 12:33:43.617246
5312b74b-7c37-4029-b34f-40fa02ff7baa,a30f1536-d96b-440b-8ca6-9a5479d62d72,Purchase,android,phone,2025-07-16 13:27:43.617246
e0ffe56c-0de0-460a-801e-e8474a020988,9d2fd8fc-8ba5-4785-9ec7-be3827bc949a,PageView,android,phone,2025-07-09 14:52:32.617246
1d08d151-22f2-4afe-aad7-11a69eddb238,3955bca8-9044-43ad-a887-40f3ccd5d000,PageView,android,phone,2025-06-01 19:25:47.617246
8f4a4c27-bf74-4137-948e-a5f583539963,373a6e23-c211-4f74-9057-a465839d20a4,PageView,android,phone,2025-08-07 05:45:04.617246
f3961a2f-6063-41a2-a8b2-3118c578beb3,373a6e23-c211-4f74-9057-a465839d20a4,Download,android,phone,2025-08-07 06:02:04.617246
ae939ab4-798b-43d8-bb82-579bdc9249be,373a6e23-c211-4f74-9057-a465839d20a4,Install,android,phone,2025-08-07 06:09:04.617246
af066bf5-240c-45b9-a8df-4e14c2c0adcf,4cbef2b4-c3dc-477b-8a0f-998301b5bed2,PageView,android,phone,2025-07-31 09:39:14.617246
98a46ae9-b73f-44a8-ab6c-99ed3fe72514,6541e5f2-d0e0-4d38-9096-5565103da2a0,PageView,android,tablet,2025-06-25 22:55:17.617246
9b59a416-1180-4cf5-a1fb-64522abfae6e,c8fb47ca-00b3-431d-b381-b2fbbd575167,PageView,ios,tablet,2025-04-14 00:11:44.617246
50f23299-0cbd-489a-ba65-5c1599948d48,c8fb47ca-00b3-431d-b381-b2fbbd575167,Download,ios,tablet,2025-04-14 00:32:44.617246
b5a5d50e-8da4-4833-964e-db1e7b20f298,c8fb47ca-00b3-431d-b381-b2fbbd575167,Install,ios,tablet,2025-04-14 00:57:44.617246
615555c4-131e-48be-8b1f-72c73c37614c,ba490b9f-1e73-4e49-9527-77d476542840,PageView,android,tablet,2025-07-25 13:41:35.617246
9d1cd823-8bfe-44f0-a4eb-d30750b804d2,ba490b9f-1e73-4e49-9527-77d476542840,Download,android,tablet,2025-07-25 13:46:35.617246
e2511a6d-baae-452d-b937-9d29e18bba3e,42993c3c-f9c8-40e6-a162-7a63891800fe,PageView,android,tablet,2025-04-20 12:29:51.617246
db4878ea-1b9e-4652-bdc7-d37722f8c473,42993c3c-f9c8-40e6-a162-7a63891800fe,Download,android,tablet,2025-04-20 13:00:51.617246
00d0a13c-0255-4961-9f81-cbb14f9356d6,42993c3c-f9c8-40e6-a162-7a63891800fe,Install,android,tablet,2025-04-20 12:43:51.617246
35409481-187b-471a-8a40-030c13749415,e0b2e384-6082-430c-9a54-9e4dda524080,PageView,android,phone,2025-06-05 20:49:02.617246
c29d1798-9838-41dc-8220-01acd265aab8,e0b2e384-6082-430c-9a54-9e4dda524080,Download,android,phone,2025-06-05 21:25:02.617246
764a53ec-df9a-4f10-9602-80236dea7743,4083d417-0967-456a-b787-10e3f592302c,PageView,android,phone,2025-07-21 02:17:16.617246
1e230a2c-b37f-475a-ba90-3786b9e4198b,185c119b-e2be-49b6-9e1a-24bd662d4e5d,PageView,android,phone,2025-05-24 11:40:47.617246
7fa8d4c4-58a9-4f97-9024-5aa68e4e4474,ea56a9ec-a66c-43b5-bcb8-3d8ab77a61cc,PageView,android,phone,2025-08-14 10:56:49.617246
de3fdd3a-6690-4b03-bd49-24de3ce00e1d,ea56a9ec-a66c-43b5-bcb8-3d8ab77a61cc,Download,android,phone,2025-08-14 11:28:49.617246
16e9dbb0-c7c5-4e1d-9326-2428a8fdf58f,61defb7d-c66d-4180-9f1e-ceb78312f975,PageView,android,phone,2025-08-03 11:44:21.617246
a9dba725-5a4f-4a00-b60c-b0a95b65ba7c,61defb7d-c66d-4180-9f1e-ceb78312f975,Download,android,phone,2025-08-03 12:17:21.617246
42727d66-b1d2-4a55-afdf-55a5b197eb06,61defb7d-c66d-4180-9f1e-ceb78312f975,Install,android,phone,2025-08-03 11:54:21.617246
084e3df1-69bb-4b13-a398-c683ecc8fb99,1e4066b9-b967-4692-8bc1-7d3f480cea5d,PageView,ios,tablet,2025-06-07 22:45:59.617246
398f9beb-7e71-43b2-b453-0a9f4d1b51fa,1e4066b9-b967-4692-8bc1-7d3f480cea5d,Download,ios,tablet,2025-06-07 22:56:59.617246
abc94c90-26a8-4994-a7fd-03f7c57e63d0,1e4066b9-b967-4692-8bc1-7d3f480cea5d,Install,ios,tablet,2025-06-08 00:27:59.617246
20480cfd-1845-4e2a-8a2a-0cbafb33050b,6363e276-ca39-43e0-bc14-c1b917d2f135,PageView,android,phone,2025-06-12 00:41:39.617246
1e33b214-83e0-4238-aa31-9d2176769e40,558fa79f-0725-4237-a45f-8006c7eac295,PageView,ios,tablet,2025-03-04 23:54:52.617246
bd91a214-5b50-4939-9983-20b5ce61c55a,5928fd35-f452-44e6-abaf-8a0bada665cf,PageView,ios,tablet,2025-07-25 07:44:58.617246
8f7cdcc5-9dff-4e48-a2f1-f11da33f8717,c573008b-0625-4310-8788-6cf32d39a43b,PageView,android,tablet,2025-06-11 02:38:23.617246
9fb065a2-a63f-4a06-9e15-8f758957cb3d,066c0239-0652-4a17-8ef0-a73298c734c0,PageView,ios,phone,2025-05-10 20:30:17.617246
8e257fc4-0b85-46a0-8f98-cc48ff3a5b41,066c0239-0652-4a17-8ef0-a73298c734c0,Download,ios,phone,2025-05-10 20:48:17.617246
5cf2e851-f54f-4b51-a63b-48687514eefe,066c0239-0652-4a17-8ef0-a73298c734c0,Install,ios,phone,2025-05-10 21:50:17.617246
0bb8f022-90e3-4a84-96d6-d4e8ef677a20,b75cfaec-6aee-4c13-a841-962af844fa2e,PageView,android,tablet,2025-04-23 23:17:37.617246
faad47ae-f95c-48f8-a45f-7c727fbe76ae,330b0610-84d6-4168-a12e-30fd353c283e,PageView,ios,tablet,2025-03-08 22:12:02.617246
3e7ed06a-b899-4d6f-a892-41b3df5ccf1a,ee0a0179-b717-4f51-a7ec-de344e5707a5,PageView,ios,tablet,2025-05-24 08:22:04.617246
e720e189-8293-4b75-ae7e-3c4e3dd9bded,e9114640-0df8-48c7-8f16-44d6f442425d,PageView,ios,tablet,2025-06-04 19:08:10.617246
82bbae64-2ee3-4106-b685-f52653379441,e9114640-0df8-48c7-8f16-44d6f442425d,Download,ios,tablet,2025-06-04 19:57:10.617246
a99b136b-3eb7-4910-a832-62eb58fd0360,e9114640-0df8-48c7-8f16-44d6f442425d,Install,ios,tablet,2025-06-04 20:50:10.617246
47b5f7b2-ccd2-4d54-9026-6d31d7c629bc,5e003667-1bb1-44cf-b531-1898e7f15de1,PageView,android,phone,2025-05-16 20:31:35.617246
91fa7d48-8516-474f-b629-804592f61f9b,5e003667-1bb1-44cf-b531-1898e7f15de1,Download,android,phone,2025-05-16 21:29:35.617246
441433ce-b17c-4d5f-ac58-99d278b6f511,c77b8174-ba4c-4354-8627-54fe21fd84b3,PageView,android,tablet,2025-03-19 00:36:11.617246
9b405630-6d3f-4e86-9a14-74adba3e8ae1,bf89feb0-46cb-40f8-8be3-23f39162b127,PageView,ios,phone,2025-03-16 03:55:37.617246
8f14b812-32db-41e5-8a4d-ff47cf3b50a7,bf89feb0-46cb-40f8-8be3-23f39162b127,Download,ios,phone,2025-03-16 04:37:37.617246
071f2a88-657c-4376-9367-5c961a55c908,bf89feb0-46cb-40f8-8be3-23f39162b127,Install,ios,phone,2025-03-16 05:55:37.617246
bdca0aa5-9259-4fa2-bdcf-7bab260f3642,bf89feb0-46cb-40f8-8be3-23f39162b127,Purchase,ios,phone,2025-03-16 06:13:37.617246
e083c820-cedc-4320-a1da-7072fa48ac61,1139c7b1-75f5-43eb-ac87-bc7ac4c550b2,PageView,android,tablet,2025-04-07 02:24:23.617246
147b17ae-ee5c-4665-ab49-c3a2f0f0697d,1139c7b1-75f5-43eb-ac87-bc7ac4c550b2,Download,android,tablet,2025-04-07 03:19:23.617246
01935e6d-ea59-4273-956f-2956ecc64356,1139c7b1-75f5-43eb-ac87-bc7ac4c550b2,Install,android,tablet,2025-04-07 03:10:23.617246
ab9a5634-136a-4d12-83ba-5338c0c0b436,1f7df731-9c4f-4099-8ec5-b50c8db40e09,PageView,ios,phone,2025-07-26 03:01:57.617246
a3436a09-1392-4ba1-bd6e-bd21e30d1bbe,c04014d2-f55d-434b-91f9-85e289c866b7,PageView,ios,tablet,2025-02-23 12:53:26.617246
f79383c4-98ff-4195-a124-799cf322eb4d,0a1c3beb-35ea-4353-8f46-07e319b30f11,PageView,ios,phone,2025-06-19 10:18:52.617246
792f38be-00c9-4142-81a0-da52452010eb,b712d34f-d5b9-4aee-93f6-cdb06b4c9349,PageView,ios,phone,2025-04-23 03:03:57.617246
5678dee1-b0b2-4fba-82b7-61a466b926b8,9048bcd6-2c83-467e-b83a-d84b48cc318e,PageView,ios,tablet,2025-05-10 08:24:38.617246
036c29b6-707d-4ac1-94ec-787bde82ffa0,9048bcd6-2c83-467e-b83a-d84b48cc318e,Download,ios,tablet,2025-05-10 09:03:38.617246
f79a7139-88ff-4ce2-8b20-fd92d4e0ded1,9048bcd6-2c83-467e-b83a-d84b48cc318e,Install,ios,tablet,2025-05-10 09:04:38.617246
18a121bb-49f3-4564-8198-792aa3753999,9048bcd6-2c83-467e-b83a-d84b48cc318e,Purchase,ios,tablet,2025-05-10 09:12:38.617246
d46586e8-5f89-43ab-93ae-c0fcc2f02c8f,dad31852-eb77-46d0-b8a0-90285fc91b54,PageView,ios,phone,2025-06-17 12:19:54.617246
8efb01e2-2502-4bc8-b822-78f87983f806,086bb2e1-f661-4919-abe9-51c8fa8bafa5,PageView,ios,phone,2025-04-20 20:21:50.617246
036728a4-98aa-4395-862f-0efb363f05f3,086bb2e1-f661-4919-abe9-51c8fa8bafa5,Download,ios,phone,2025-04-20 20:59:50.617246
45b7b320-c23b-46c7-baa6-568f550784ce,086bb2e1-f661-4919-abe9-51c8fa8bafa5,Install,ios,phone,2025-04-20 20:57:50.617246
c0ef2ccc-3642-40df-af2d-6999462b2445,c3312cd7-4037-4137-bebd-0dbbb8392d5a,PageView,ios,phone,2025-02-21 14:16:36.617246
746c4e20-68c7-4e8c-aa95-4656200708cf,0ae898ca-2cd9-4e92-b467-9a77a7fdda17,PageView,ios,phone,2025-03-15 02:41:37.617246
54a63d88-56bc-45de-b0a6-f84c2df50684,0ae898ca-2cd9-4e92-b467-9a77a7fdda17,Download,ios,phone,2025-03-15 03:22:37.617246
c836fb32-2e07-4a93-88c7-89103d4f8465,0ae898ca-2cd9-4e92-b467-9a77a7fdda17,Install,ios,phone,2025-03-15 03:35:37.617246
9e4131f3-9acb-487c-a23f-a4b94a887eb0,43fcf6f0-9ffc-494b-b9e2-a056897c5514,PageView,android,phone,2025-04-09 07:07:36.617246
8bce75ee-1ca1-411b-aa2f-596b09f9b459,43fcf6f0-9ffc-494b-b9e2-a056897c5514,Download,android,phone,2025-04-09 07:31:36.617246
60cc6730-7887-47c6-ab2f-fefbfa09269a,43fcf6f0-9ffc-494b-b9e2-a056897c5514,Install,android,phone,2025-04-09 07:47:36.617246
d51d8cf4-009c-4efb-8eae-2d50e48b8739,f13b0ade-fa21-49cc-b49b-1fc9b3b4e13d,PageView,android,tablet,2025-07-10 13:12:40.617246
be8634bd-9241-45cd-b335-bc88750d5965,f13b0ade-fa21-49cc-b49b-1fc9b3b4e13d,Download,android,tablet,2025-07-10 14:12:40.617246
f481b0c2-d525-4065-9dbc-f5baba99b366,f13b0ade-fa21-49cc-b49b-1fc9b3b4e13d,Install,android,tablet,2025-07-10 13:32:40.617246
4d1607cc-af1d-4fb1-b1a3-810cc2b16fee,6d1a68d5-79cb-412c-812a-fdf6a85a3145,PageView,android,phone,2025-03-03 11:36:18.617246
fdb3ee5a-56d0-4744-b7d8-36e16fcb9964,c077fb7b-bfca-453f-9d6f-7507cbc9b94b,PageView,android,phone,2025-05-10 22:21:24.617246
7a8d7e28-e904-4eb1-b23d-265376eb750f,96b136c2-1c61-4102-a9f3-7b83d0f64289,PageView,ios,phone,2025-05-01 05:31:47.617246
ecc3614c-fa94-4148-a7ff-429856ae5ae0,96b136c2-1c61-4102-a9f3-7b83d0f64289,Download,ios,phone,2025-05-01 05:51:47.617246
3c7ef0c1-4d22-4bb6-b44e-7afd4609c05d,96b136c2-1c61-4102-a9f3-7b83d0f64289,Install,ios,phone,2025-05-01 05:53:47.617246
52a32b4b-b38b-4d2a-b840-622bab7f64e8,96b136c2-1c61-4102-a9f3-7b83d0f64289,Purchase,ios,phone,2025-05-01 06:31:47.617246
574f95ec-3723-4e45-a7b2-bfd0b28f3e96,41442020-705b-476b-9454-ea507453dcbd,PageView,android,phone,2025-02-22 11:17:39.617246
6c4e9f5a-def9-4eb8-b5b2-70e7d0f04ff3,20bab2f2-cb8d-43b4-8ed2-a1019e364020,PageView,android,tablet,2025-04-29 10:30:51.617246
f88ef8bf-8137-4460-ad96-79190ac507e1,20bab2f2-cb8d-43b4-8ed2-a1019e364020,Download,android,tablet,2025-04-29 10:43:51.617246
362f97c1-3dba-4be3-93fe-336aa90ed9d7,20bab2f2-cb8d-43b4-8ed2-a1019e364020,Install,android,tablet,2025-04-29 11:22:51.617246
d50dcffc-c1cb-45c5-bb90-a1efb79b7534,3008b059-fed4-46dc-93d2-e23fcece2a58,PageView,android,phone,2025-07-23 22:57:11.617246
0cc081c0-30b0-44c4-8e6d-820fd45caa36,b371014f-6d35-4ff1-bf2f-4003f27329f7,PageView,ios,phone,2025-06-24 14:11:49.617246
296dbafe-865f-4a00-835b-bb4ef65a36c5,b371014f-6d35-4ff1-bf2f-4003f27329f7,Download,ios,phone,2025-06-24 15:01:49.617246
7171df4d-d2c3-4107-94ae-5b6ee8e81063,b371014f-6d35-4ff1-bf2f-4003f27329f7,Install,ios,phone,2025-06-24 14:51:49.617246
488e76af-4766-4c44-a801-6bb8054d8068,b371014f-6d35-4ff1-bf2f-4003f27329f7,Purchase,ios,phone,2025-06-24 16:41:49.617246
2101f07b-512e-4745-84d4-c2f24c5f762d,2aa4fcfd-baf5-4dc0-87f4-f3cabb8b046f,PageView,android,phone,2025-03-20 13:51:46.617246
fccc2c1a-40b7-4406-9a30-18eed1c65fe0,2aa4fcfd-baf5-4dc0-87f4-f3cabb8b046f,Download,android,phone,2025-03-20 14:40:46.617246
9f618111-fbfe-4e7c-8b68-f33abd1ddf40,2aa4fcfd-baf5-4dc0-87f4-f3cabb8b046f,Install,android,phone,2025-03-20 15:03:46.617246
39e26699-1d51-4e9d-a35e-0c8d0edeab7a,baf0be1b-3ff2-4c76-b055-0d6ecd27d71a,PageView,ios,phone,2025-03-28 21:51:21.617246
29687f85-d8b5-4b91-94fe-11c5458b9fcd,baf0be1b-3ff2-4c76-b055-0d6ecd27d71a,Download,ios,phone,2025-03-28 22:21:21.617246
96385499-b1d1-4f24-b46c-db5020f629c0,baf0be1b-3ff2-4c76-b055-0d6ecd27d71a,Install,ios,phone,2025-03-28 23:51:21.617246
bda86c55-d4da-402d-8ed7-9d33e527790f,7c4e2e4a-00f3-48f9-8927-20c8c0107014,PageView,android,tablet,2025-06-19 02:01:22.617246
ad13fb5f-bac3-461d-9076-4982acc6cf02,7ae286e7-8d77-48a2-a9c2-c2df7acd2477,PageView,android,phone,2025-07-24 06:52:09.617246
c48beaa4-64c9-4239-bac5-7913574da64b,7ae286e7-8d77-48a2-a9c2-c2df7acd2477,Download,android,phone,2025-07-24 07:12:09.617246
2f142add-a69f-471f-8b54-93e8defa68f0,7ae286e7-8d77-48a2-a9c2-c2df7acd2477,Install,android,phone,2025-07-24 07:18:09.617246
4472d2ca-1818-4949-9bd5-b6afd8639a9a,7ae286e7-8d77-48a2-a9c2-c2df7acd2477,Purchase,android,phone,2025-07-24 07:58:09.617246
95da0ddd-cad0-41ce-a623-9379a47a55ad,a7c7a104-a22d-4e41-a12a-8aa62eb4e27b,PageView,ios,tablet,2025-08-05 19:45:35.617246
7fd06ecd-06ae-4de3-b4aa-5519c8ed14df,a7c7a104-a22d-4e41-a12a-8aa62eb4e27b,Download,ios,tablet,2025-08-05 20:38:35.617246
310d7c7c-5548-46b9-8230-a296324cc61a,a7c7a104-a22d-4e41-a12a-8aa62eb4e27b,Install,ios,tablet,2025-08-05 20:45:35.617246
f3213792-0d78-4ebc-ba76-aa4e714023ac,f7e654e0-d8d8-48b8-aa83-32778dcb35fc,PageView,ios,phone,2025-07-27 21:33:33.617246
b29ad2cd-026b-4fd5-904a-1862e3b55df3,ecead449-a48c-48d7-b8c0-f2dba7860c18,PageView,ios,tablet,2025-04-11 03:06:55.617246
9fee14cf-9aa8-4cdd-9eee-69c430ddc844,ecead449-a48c-48d7-b8c0-f2dba7860c18,Download,ios,tablet,2025-04-11 03:38:55.617246
d4e1a00c-68b3-4e45-8d14-044ee07cd068,ecead449-a48c-48d7-b8c0-f2dba7860c18,Install,ios,tablet,2025-04-11 03:50:55.617246
9ccc0e36-a80e-424b-8418-b6cade6a3d52,b2003b6c-b0a8-4bab-80af-332aba8c53af,PageView,android,phone,2025-02-26 10:51:18.617246
e3971fd9-646d-47ce-9ecd-32852b27b78e,7a891718-218b-44ed-b0ea-26662ec8b99c,PageView,ios,tablet,2025-03-25 15:40:22.617246
911bf25b-3768-4475-8aef-d648846658fa,b0be2a81-fbd4-4352-a0ee-8cb4252ad208,PageView,android,tablet,2025-04-12 07:03:00.617246
5085b631-5f96-4a5b-854b-9548d1945257,0181b9ad-cede-49af-a022-45117d9445f7,PageView,ios,tablet,2025-04-26 23:20:03.617246
eac67de6-3c90-4922-8b01-7940ee9a3132,0181b9ad-cede-49af-a022-45117d9445f7,Download,ios,tablet,2025-04-27 00:11:03.617246
740a8a67-a1f4-4607-865f-783b2e67b1ec,0181b9ad-cede-49af-a022-45117d9445f7,Install,ios,tablet,2025-04-26 23:32:03.617246
0d1e4ade-d9ce-4500-bd4f-a3b4601d7eae,d2c4d86a-a96a-4fa9-9c97-1d08fd6e0bb5,PageView,ios,tablet,2025-06-28 22:07:51.617246
40cfd1e6-e5f4-4710-8c06-7c22d2c3bfe1,cc3a8d4e-07cb-4bf4-848a-97acaf09ee88,PageView,ios,tablet,2025-04-03 14:44:53.617246
1673f7ca-1c00-419d-856a-3b24b3470328,cc3a8d4e-07cb-4bf4-848a-97acaf09ee88,Download,ios,tablet,2025-04-03 15:36:53.617246
09ff3397-2e5f-4363-bcad-aabad5e8ee1d,583fde24-dcb0-4461-9faa-fab0b0139ad6,PageView,android,phone,2025-07-24 23:45:46.617246
493b07c9-2f99-46c8-acdf-3dfc673d4029,4a50b4b6-be54-43b0-9004-0638940347f9,PageView,android,tablet,2025-04-29 15:17:12.617246
79e07b6b-4fdf-4bf3-85c7-d64f4f66742e,4a50b4b6-be54-43b0-9004-0638940347f9,Download,android,tablet,2025-04-29 15:50:12.617246
0bd39278-e76d-46ca-9e0f-a267f03c64d2,0d2b8afe-3cfd-441c-ad49-95c551aa65d5,PageView,ios,tablet,2025-03-20 10:56:22.617246
c96f4f6f-b895-4fb8-b4ac-d5f28319d068,0d2b8afe-3cfd-441c-ad49-95c551aa65d5,Download,ios,tablet,2025-03-20 11:19:22.617246
6a99db2b-8b28-4cfe-9704-dd27658316d2,0d2b8afe-3cfd-441c-ad49-95c551aa65d5,Install,ios,tablet,2025-03-20 12:04:22.617246
357f9a98-3e33-4945-9b8b-50d2f644e812,261a9380-07ab-40b6-af5d-bd7a78ef703c,PageView,ios,phone,2025-04-05 21:34:39.617246
6bdae2ae-9f6e-408e-9451-482d0b61dd04,94973b6c-e4f7-493d-bbd9-baba2c59960c,PageView,ios,phone,2025-04-19 12:47:50.617246
2c3122d6-706a-4138-898c-760984f001f0,94973b6c-e4f7-493d-bbd9-baba2c59960c,Download,ios,phone,2025-04-19 13:35:50.617246
60a98d09-62f2-4de5-8a02-5d8097a1436b,94973b6c-e4f7-493d-bbd9-baba2c59960c,Install,ios,phone,2025-04-19 14:31:50.617246
2303d79c-5391-4d3b-a24f-2d9d84015937,ed2cd3a2-8049-4a5d-a437-a86d6758944d,PageView,android,phone,2025-02-21 18:51:21.617246
3677b91e-2e0f-4c3d-bf78-076fbce7dcce,12b03707-4a2c-4093-819f-17d70c523cd2,PageView,android,tablet,2025-03-01 15:54:55.617246
20a9b615-6f40-4fd9-b166-7afbfac3eb8e,12b03707-4a2c-4093-819f-17d70c523cd2,Download,android,tablet,2025-03-01 16:46:55.617246
d77520cc-1ad8-4ec5-b2bb-fb8183c6cfad,c4c96987-f029-45f7-a797-ea36d2596edf,PageView,ios,phone,2025-06-19 23:01:17.617246
ac2ff738-bfa0-45ba-bfce-35d811a036de,de3ce037-e5a8-43b3-bc86-3e5fcdb16144,PageView,android,phone,2025-07-04 10:22:08.617246
91ca7d5e-2fa3-4b2f-949e-54d5b02a6cd5,a7f6d684-7d1b-40a9-a1e8-66b51a906deb,PageView,android,tablet,2025-03-27 15:45:53.617246
83ef052f-fe27-46e1-9e37-7d44b1c4a15f,bed11507-1e7a-4a5f-a309-204dfed34f63,PageView,android,phone,2025-06-19 05:46:55.617246
eb82ae4f-5a78-4567-9f91-39dfe2157a1e,c3758d96-e109-43dc-b103-1d8d706fe312,PageView,ios,tablet,2025-05-09 02:37:07.617246
8eb56997-fcb9-449a-8b2e-50880b17f857,edc83d0a-626d-4672-ab34-42c359382159,PageView,ios,tablet,2025-05-02 18:07:47.617246
dd220b8a-cb07-4139-ba82-8c78a34806ae,edc83d0a-626d-4672-ab34-42c359382159,Download,ios,tablet,2025-05-02 18:33:47.617246
0628f884-6959-4bc8-b109-a98e63be98a4,6ff491ad-3794-4c1f-ac13-6d7f2c0ac234,PageView,ios,phone,2025-08-02 17:36:09.617246
dd1514d6-e914-451c-bf35-eb0fe9b79620,6ff491ad-3794-4c1f-ac13-6d7f2c0ac234,Download,ios,phone,2025-08-02 18:36:09.617246
561e198b-c8e3-4e3f-ac8f-4d9512384ac0,0d0f7360-c3a3-4a4e-8f28-6b8c4de03f95,PageView,android,phone,2025-03-15 12:03:36.617246
e0a0e687-56a8-47f6-8ec5-0d52170ed4c6,0d0f7360-c3a3-4a4e-8f28-6b8c4de03f95,Download,android,phone,2025-03-15 12:18:36.617246
3d888ff1-b6e1-423a-86a5-5b88f2222923,0d0f7360-c3a3-4a4e-8f28-6b8c4de03f95,Install,android,phone,2025-03-15 13:47:36.617246
c4392124-0d95-42a5-8c2a-3e60b22cecee,aa4c91b5-debb-4958-9ad8-1b1f8d4096dd,PageView,ios,tablet,2025-07-18 19:29:05.617246
fc5fae70-d1a8-413c-a35b-23fac986a422,aa4c91b5-debb-4958-9ad8-1b1f8d4096dd,Download,ios,tablet,2025-07-18 19:49:05.617246
2cba8266-d23b-4154-b1eb-641472e6ac04,81f79a97-0dc8-403c-98c4-97e564c824fe,PageView,android,phone,2025-05-17 11:00:47.617246
